Asset,Strategy,LeverageType,Criteria,ExposureBull,ExposureOscillate,ExposureBear,VolTarget,TotalReturn,AnnualReturn,Vol,Sharpe,MDD,Calmar
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.0,0.25,0.5394667880169493,0.16154926175828233,0.3178844092569068,0.44528532270321414,-0.29766104989799425,0.5427289254460528
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.0,0.25,0.5618608513310459,0.16738657952200575,0.3178705747777791,0.46366852177192747,-0.29598190566796106,0.5655297716401071
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.0,0.35,0.5487428147203797,0.1639738665161079,0.3187892714107042,0.45162707602735724,-0.2907565170618573,0.5639559455901142
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.0,0.35,0.5700119723967343,0.16949771068657493,0.31877615818641936,0.4689739393846045,-0.2891177278811482,0.5862584488636159
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.0,0.45,0.674678478536402,0.1959919820636331,0.32072167747425134,0.548737408240085,-0.24936884393769645,0.785952162141798
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.0,0.45,0.6961420711308017,0.20129050817836602,0.32071035828837485,0.5652779945927224,-0.2477505417345806,0.8124725248593482
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.3,0.15,0.5515170246657435,0.16469715806573682,0.31955830088173853,0.4528036282158292,-0.31538396672188646,0.5222115752351194
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.3,0.15,0.569892223651679,0.16946674775190562,0.3194696726774423,0.46785895668668726,-0.3142462330090813,0.539280124789939
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.3,0.25,0.5439454871980909,0.16272110934793504,0.31978478775040686,0.4463036229832464,-0.31538396672188723,0.5159460420238364
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.3,0.25,0.5616061729929234,0.16732050235670415,0.3196964647901962,0.46081367353681757,-0.31424623300908094,0.5324503041914554
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.3,0.35,0.5533786249568398,0.16518204088845856,0.3206840809037207,0.45272606136020427,-0.30865366380870213,0.5351695452117988
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.3,0.35,0.5698869692719064,0.16946538911347986,0.3205967194176929,0.46620997677380244,-0.3075601324493077,0.5509992070946038
